mean_fit_time	mean_score_time	mean_test_accuracy	mean_test_balanced_accuracy	mean_test_primary	param_estimator__criterion	param_estimator__max_features	param_estimator__min_impurity_decrease	param_estimator__n_estimators	param_estimator__random_state	params	rank_test_accuracy	rank_test_balanced_accuracy	rank_test_primary	split0_test_accuracy	split0_test_balanced_accuracy	split0_test_primary	split1_test_accuracy	split1_test_balanced_accuracy	split1_test_primary	split2_test_accuracy	split2_test_balanced_accuracy	split2_test_primary	split3_test_accuracy	split3_test_balanced_accuracy	split3_test_primary	split4_test_accuracy	split4_test_balanced_accuracy	split4_test_primary	split5_test_accuracy	split5_test_balanced_accuracy	split5_test_primary	split6_test_accuracy	split6_test_balanced_accuracy	split6_test_primary	split7_test_accuracy	split7_test_balanced_accuracy	split7_test_primary	split8_test_accuracy	split8_test_balanced_accuracy	split8_test_primary	split9_test_accuracy	split9_test_balanced_accuracy	split9_test_primary	std_fit_time	std_score_time	std_test_accuracy	std_test_balanced_accuracy	std_test_primary
0.03663790225982666	0.0066929817199707035	0.8423799582463466	0.0	0.8176822925424215	gini	0.1	0.0	10	324089	{u'estimator__min_impurity_decrease': 0.0, u'estimator__n_estimators': 10, u'estimator__random_state': 324089, u'estimator__criterion': 'gini', u'estimator__max_features': 0.1}	398	1110	371	0.8350515463917526	0.0	0.8103616813294232	0.8556701030927835	0.0	0.8340664711632453	0.8541666666666666	0.0	0.8332506203473945	0.7708333333333334	0.0	0.71658615136876	0.90625	0.0	0.893687707641196	0.84375	0.0	0.8164903784885944	0.7894736842105263	0.0	0.7643849206349206	0.8842105263157894	0.0	0.8713846153846154	0.8315789473684211	0.0	0.8014629049111808	0.8526315789473684	0.0	0.8350694444444444	0.002211614632515356	0.00014664348266270664	0.037845225208857323	0.0	0.047789564125596706
0.16965904235839843	0.023656463623046874	0.8830897703549061	0.14979123173277661	0.8603561933238665	gini	0.1	0.0	50	324089	{u'estimator__min_impurity_decrease': 0.0, u'estimator__n_estimators': 50, u'estimator__random_state': 324089, u'estimator__criterion': 'gini', u'estimator__max_features': 0.1}	235	1073	235	0.8556701030927835	0.0	0.831094527363184	0.8969072164948454	0.0	0.8793532338308457	0.9375	0.5	0.9272727272727272	0.8958333333333334	0.0	0.8764796706124549	0.8854166666666666	0.0	0.862768031189084	0.8854166666666666	0.5	0.8598540145985402	0.9052631578947369	0.5	0.887218045112782	0.8631578947368421	0.0	0.8336700336700338	0.8421052631578947	0.0	0.8080808080808081	0.8631578947368421	0.0	0.8370927318295739	0.008889155590742374	0.0016180538700444201	0.02652544451277532	0.22903755753667546	0.03264114448573805
0.3360527515411377	0.04490072727203369	0.8862212943632568	0.19989561586638832	0.8636538415115618	gini	0.1	0.0	100	324089	{u'estimator__min_impurity_decrease': 0.0, u'estimator__n_estimators': 100, u'estimator__random_state': 324089, u'estimator__criterion': 'gini', u'estimator__max_features': 0.1}	228	1045	228	0.8556701030927835	0.0	0.8278397565922921	0.8865979381443299	0.0	0.8660389202762084	0.9583333333333334	0.5	0.9523573200992556	0.8854166666666666	0.0	0.862768031189084	0.875	0.5	0.8454106280193237	0.8958333333333334	0.5	0.8739495798319328	0.8947368421052632	0.5	0.8734008528784649	0.8526315789473684	0.0	0.8227611940298507	0.8631578947368421	0.0	0.8336700336700338	0.8947368421052632	0.0	0.8782051282051282	0.012263842194229015	0.002121658477314788	0.02857581104336389	0.2449276437860608	0.0353322466166754
1.8773022651672364	0.2483302354812622	0.8778705636743215	0.2990605427974948	0.8506965481262996	gini	0.1	0.0	500	324089	{u'estimator__min_impurity_decrease': 0.0, u'estimator__n_estimators': 500, u'estimator__random_state': 324089, u'estimator__criterion': 'gini', u'estimator__max_features': 0.1}	258	966	261	0.8762886597938144	0.0	0.8524340770791075	0.8350515463917526	0.0	0.7947089947089947	0.9375	0.5	0.9272727272727272	0.8645833333333334	0.0	0.8343729263437292	0.875	0.5	0.8454106280193237	0.8645833333333334	0.5	0.8305959006379802	0.8947368421052632	0.5	0.8734008528784649	0.8526315789473684	0.0	0.8188997821350763	0.8631578947368421	0.5	0.8299132350915852	0.9157894736842105	0.5	0.9007314524555903	0.08561006213150794	0.045824734254034084	0.02887634127905797	0.24513886501412863	0.037653251107868636
0.032818937301635744	0.007203221321105957	0.6764091858037579	0.19989561586638832	0.4787855517646599	gini	0.1	0.00025	10	324089	{u'estimator__min_impurity_decrease': 0.00025, u'estimator__n_estimators': 10, u'estimator__random_state': 324089, u'estimator__criterion': 'gini', u'estimator__max_features': 0.1}	810	1045	789	0.7010309278350515	0.0	0.5667642076081935	0.6597938144329897	0.5	0.4247978436657682	0.65625	0.0	0.4234758871701546	0.6979166666666666	0.5	0.514559721011334	0.6458333333333334	0.0	0.4188034188034188	0.6875	0.0	0.5078605604921395	0.6736842105263158	0.0	0.47977389153859745	0.6736842105263158	0.0	0.47977389153859745	0.6842105263157895	0.5	0.485930735930736	0.6842105263157895	0.5	0.485930735930736	0.0020065678986949166	0.001774792275488723	0.017203665113405164	0.2449276437860608	0.044375747808298935
0.16146762371063234	0.020603156089782713	0.6711899791231732	0.5	0.4464294124347262	gini	0.1	0.00025	50	324089	{u'estimator__min_impurity_decrease': 0.00025, u'estimator__n_estimators': 50, u'estimator__random_state': 324089, u'estimator__criterion': 'gini', u'estimator__max_features': 0.1}	825	14	827	0.6701030927835051	0.5	0.45428973277074547	0.6701030927835051	0.5	0.45428973277074547	0.65625	0.5	0.39622641509433965	0.65625	0.5	0.39622641509433965	0.6666666666666666	0.5	0.42814594192107225	0.6875	0.5	0.4871794871794872	0.6947368421052632	0.5	0.5133368662780428	0.6947368421052632	0.5	0.5133368662780428	0.6526315789473685	0.5	0.39490445859872614	0.6631578947368421	0.5	0.42684766214177977	0.01197337390133866	0.0004893072979406748	0.014973204088746259	0.0	0.04366541399666769
0.3184137105941772	0.039314675331115725	0.6711899791231732	0.5	0.4463109724417866	gini	0.1	0.00025	100	324089	{u'estimator__min_impurity_decrease': 0.00025, u'estimator__n_estimators': 100, u'estimator__random_state': 324089, u'estimator__criterion': 'gini', u'estimator__max_features': 0.1}	825	14	828	0.6804123711340206	0.5	0.4823549664313996	0.6597938144329897	0.5	0.4247978436657682	0.65625	0.5	0.39622641509433965	0.65625	0.5	0.39622641509433965	0.6666666666666666	0.5	0.42814594192107225	0.6979166666666666	0.5	0.514559721011334	0.6842105263157895	0.5	0.485930735930736	0.6947368421052632	0.5	0.5133368662780428	0.6526315789473685	0.5	0.39490445859872614	0.6631578947368421	0.5	0.42684766214177977	0.01124099880798855	0.0022883252791171833	0.015889375802192303	0.0	0.045626219141970015
1.5697301626205444	0.18671674728393556	0.6691022964509394	0.5	0.44180451932588766	gini	0.1	0.00025	500	324089	{u'estimator__min_impurity_decrease': 0.00025, u'estimator__n_estimators': 500, u'estimator__random_state': 324089, u'estimator__criterion': 'gini', u'estimator__max_features': 0.1}	831	14	831	0.6804123711340206	0.5	0.4823549664313996	0.6701030927835051	0.5	0.45428973277074547	0.6666666666666666	0.5	0.42814594192107225	0.6770833333333334	0.5	0.45841674249317566	0.6666666666666666	0.5	0.42814594192107225	0.6666666666666666	0.5	0.42814594192107225	0.6631578947368421	0.5	0.42684766214177977	0.6736842105263158	0.5	0.4571428571428572	0.6631578947368421	0.5	0.42684766214177977	0.6631578947368421	0.5	0.42684766214177977	0.020360641449356634	0.013706829104118641	0.0058149747597216256	0.0	0.018865227504680657
0.0312039852142334	0.006371784210205078	0.6597077244258872	0.44937369519832987	0.41573352473482617	gini	0.1	0.0005	10	324089	{u'estimator__min_impurity_decrease': 0.0005, u'estimator__n_estimators': 10, u'estimator__random_state': 324089, u'estimator__criterion': 'gini', u'estimator__max_features': 0.1}	859	650	859	0.6597938144329897	0.0	0.4489585126527801	0.6494845360824743	0.5	0.39375000000000004	0.65625	0.5	0.39622641509433965	0.65625	0.5	0.39622641509433965	0.65625	0.5	0.39622641509433965	0.6666666666666666	0.5	0.42814594192107225	0.6947368421052632	0.5	0.5133368662780428	0.6526315789473685	0.5	0.39490445859872614	0.6526315789473685	0.5	0.39490445859872614	0.6526315789473685	0.5	0.39490445859872614	0.0004075342549963617	0.0006879556577709532	0.012474190037383353	0.15083146111790957	0.03693636710447023
0.15834810733795165	0.02128903865814209	0.6534446764091858	0.5	0.39520056123563924	gini	0.1	0.0005	50	324089	{u'estimator__min_impurity_decrease': 0.0005, u'estimator__n_estimators': 50, u'estimator__random_state': 324089, u'estimator__criterion': 'gini', u'estimator__max_features': 0.1}	906	14	906	0.6494845360824743	0.5	0.39375000000000004	0.6494845360824743	0.5	0.39375000000000004	0.65625	0.5	0.39622641509433965	0.65625	0.5	0.39622641509433965	0.65625	0.5	0.39622641509433965	0.65625	0.5	0.39622641509433965	0.6526315789473685	0.5	0.39490445859872614	0.6526315789473685	0.5	0.39490445859872614	0.6526315789473685	0.5	0.39490445859872614	0.6526315789473685	0.5	0.39490445859872614	0.00867668991572779	0.002108629002130772	0.0025676023089079804	0.0	0.0009395232783813843
0.3129032850265503	0.037709283828735354	0.6534446764091858	0.5	0.39520056123563924	gini	0.1	0.0005	100	324089	{u'estimator__min_impurity_decrease': 0.0005, u'estimator__n_estimators': 100, u'estimator__random_state': 324089, u'estimator__criterion': 'gini', u'estimator__max_features': 0.1}	906	14	906	0.6494845360824743	0.5	0.39375000000000004	0.6494845360824743	0.5	0.39375000000000004	0.65625	0.5	0.39622641509433965	0.65625	0.5	0.39622641509433965	0.65625	0.5	0.39622641509433965	0.65625	0.5	0.39622641509433965	0.6526315789473685	0.5	0.39490445859872614	0.6526315789473685	0.5	0.39490445859872614	0.6526315789473685	0.5	0.39490445859872614	0.6526315789473685	0.5	0.39490445859872614	0.019617419572364594	0.003385781719351973	0.0025676023089079804	0.0	0.0009395232783813843
1.531533670425415	0.18796353340148925	0.6534446764091858	0.5	0.39520056123563924	gini	0.1	0.0005	500	324089	{u'estimator__min_impurity_decrease': 0.0005, u'estimator__n_estimators': 500, u'estimator__random_state': 324089, u'estimator__criterion': 'gini', u'estimator__max_features': 0.1}	906	14	906	0.6494845360824743	0.5	0.39375000000000004	0.6494845360824743	0.5	0.39375000000000004	0.65625	0.5	0.39622641509433965	0.65625	0.5	0.39622641509433965	0.65625	0.5	0.39622641509433965	0.65625	0.5	0.39622641509433965	0.6526315789473685	0.5	0.39490445859872614	0.6526315789473685	0.5	0.39490445859872614	0.6526315789473685	0.5	0.39490445859872614	0.6526315789473685	0.5	0.39490445859872614	0.029992719657238247	0.017191200439109468	0.0025676023089079804	0.0	0.0009395232783813843
0.03395364284515381	0.007848143577575684	0.6534446764091858	0.5	0.39520056123563924	gini	0.1	0.00075	10	324089	{u'estimator__min_impurity_decrease': 0.00075, u'estimator__n_estimators': 10, u'estimator__random_state': 324089, u'estimator__criterion': 'gini', u'estimator__max_features': 0.1}	906	14	906	0.6494845360824743	0.5	0.39375000000000004	0.6494845360824743	0.5	0.39375000000000004	0.65625	0.5	0.39622641509433965	0.65625	0.5	0.39622641509433965	0.65625	0.5	0.39622641509433965	0.65625	0.5	0.39622641509433965	0.6526315789473685	0.5	0.39490445859872614	0.6526315789473685	0.5	0.39490445859872614	0.6526315789473685	0.5	0.39490445859872614	0.6526315789473685	0.5	0.39490445859872614	0.0030672244554317035	0.0022041220042344433	0.0025676023089079804	0.0	0.0009395232783813843
