mean_fit_time	mean_score_time	mean_test_accuracy	mean_test_balanced_accuracy	mean_test_primary	param_estimator__criterion	param_estimator__max_features	param_estimator__min_impurity_decrease	param_estimator__random_state	params	rank_test_accuracy	rank_test_balanced_accuracy	rank_test_primary	split0_test_accuracy	split0_test_balanced_accuracy	split0_test_primary	split1_test_accuracy	split1_test_balanced_accuracy	split1_test_primary	split2_test_accuracy	split2_test_balanced_accuracy	split2_test_primary	split3_test_accuracy	split3_test_balanced_accuracy	split3_test_primary	split4_test_accuracy	split4_test_balanced_accuracy	split4_test_primary	split5_test_accuracy	split5_test_balanced_accuracy	split5_test_primary	split6_test_accuracy	split6_test_balanced_accuracy	split6_test_primary	split7_test_accuracy	split7_test_balanced_accuracy	split7_test_primary	split8_test_accuracy	split8_test_balanced_accuracy	split8_test_primary	split9_test_accuracy	split9_test_balanced_accuracy	split9_test_primary	std_fit_time	std_score_time	std_test_accuracy	std_test_balanced_accuracy	std_test_primary
0.0021930217742919924	0.0021932840347290037	0.7420289855072464	0.0	0.7398711099198245	gini	0.1	0.0	324089	{u'estimator__min_impurity_decrease': 0.0, u'estimator__random_state': 324089, u'estimator__criterion': 'gini', u'estimator__max_features': 0.1}	242	45	242	0.7	0.0	0.696969696969697	0.8	0.0	0.7958333333333334	0.7285714285714285	0.0	0.7280719689225106	0.7101449275362319	0.0	0.7086148648648649	0.7391304347826086	0.0	0.7364176570458405	0.7971014492753623	0.0	0.7967171717171717	0.782608695652174	0.0	0.7796465829252714	0.7794117647058824	0.0	0.7770491803278688	0.6911764705882353	0.0	0.6878688524590164	0.6911764705882353	0.0	0.6905742145178764	0.0003731256978575188	0.0003386996194437841	0.041909442412395026	0.0	0.041725564508979456
0.0024364948272705077	0.0020709991455078124	0.7115942028985507	0.09855072463768116	0.6674176898753754	gini	0.1	0.00025	324089	{u'estimator__min_impurity_decrease': 0.00025, u'estimator__random_state': 324089, u'estimator__criterion': 'gini', u'estimator__max_features': 0.1}	244	37	244	0.7285714285714285	0.0	0.7280719689225106	0.7428571428571429	0.0	0.7286821705426357	0.7428571428571429	0.0	0.7394540942928041	0.7681159420289855	0.0	0.765704584040747	0.6956521739130435	0.0	0.6861598440545809	0.7536231884057971	0.0	0.7517460317460318	0.8260869565217391	0.0	0.8196864111498257	0.7352941176470589	0.0	0.7267857142857143	0.5588235294117647	0.5	0.3584905660377359	0.5588235294117647	0.5	0.3584905660377359	0.0018062454442648855	0.00010358579115373818	0.08194764856736693	0.19890479378895953	0.15642640902676458
0.002713727951049805	0.002126622200012207	0.6405797101449275	0.29927536231884055	0.519791143688722	gini	0.1	0.0005	324089	{u'estimator__min_impurity_decrease': 0.0005, u'estimator__random_state': 324089, u'estimator__criterion': 'gini', u'estimator__max_features': 0.1}	246	32	247	0.7428571428571429	0.0	0.7374999999999999	0.5571428571428572	0.5	0.3577981651376147	0.5571428571428572	0.5	0.3577981651376147	0.5507246376811594	0.5	0.35514018691588783	0.7101449275362319	0.0	0.7086148648648649	0.8695652173913043	0.0	0.8677879497551628	0.7391304347826086	0.0	0.7323275862068965	0.5588235294117647	0.5	0.3584905660377359	0.5588235294117647	0.5	0.3584905660377359	0.5588235294117647	0.5	0.3584905660377359	0.002127978341043876	0.00019069474662662835	0.10934301600692276	0.24509577448080777	0.20181387710025173
0.0019337892532348632	0.002059602737426758	0.6275362318840579	0.29927536231884055	0.5062923444633473	gini	0.1	0.00075	324089	{u'estimator__min_impurity_decrease': 0.00075, u'estimator__random_state': 324089, u'estimator__criterion': 'gini', u'estimator__max_features': 0.1}	249	32	249	0.7714285714285715	0.0	0.7666666666666666	0.5571428571428572	0.5	0.3577981651376147	0.5571428571428572	0.5	0.3577981651376147	0.5507246376811594	0.5	0.35514018691588783	0.6521739130434783	0.0	0.6393728222996515	0.7391304347826086	0.0	0.7390756302521009	0.7681159420289855	0.0	0.765704584040747	0.5588235294117647	0.5	0.3584905660377359	0.5588235294117647	0.5	0.3584905660377359	0.5588235294117647	0.5	0.3584905660377359	0.0005792342009407142	3.953727725082969e-05	0.09151018856492368	0.24509577448080777	0.18442992274988781
0.002097320556640625	0.002722811698913574	0.5753623188405798	0.45	0.3962593916567724	gini	0.1	0.001	324089	{u'estimator__min_impurity_decrease': 0.001, u'estimator__random_state': 324089, u'estimator__criterion': 'gini', u'estimator__max_features': 0.1}	253	27	253	0.5571428571428572	0.5	0.3577981651376147	0.5571428571428572	0.5	0.3577981651376147	0.5571428571428572	0.5	0.3577981651376147	0.5507246376811594	0.5	0.35514018691588783	0.5507246376811594	0.5	0.35514018691588783	0.5507246376811594	0.5	0.35514018691588783	0.7536231884057971	0.0	0.7483372666809698	0.5588235294117647	0.5	0.3584905660377359	0.5588235294117647	0.5	0.3584905660377359	0.5588235294117647	0.5	0.3584905660377359	0.0013771380154223689	0.001491400657314871	0.059512153815314016	0.15	0.11736726218929529
0.0021301031112670897	0.0020538091659545897	0.5826086956521739	0.45	0.40373335729636767	gini	0.1	0.00125	324089	{u'estimator__min_impurity_decrease': 0.00125, u'estimator__random_state': 324089, u'estimator__criterion': 'gini', u'estimator__max_features': 0.1}	251	27	251	0.5571428571428572	0.5	0.3577981651376147	0.5571428571428572	0.5	0.3577981651376147	0.5571428571428572	0.5	0.3577981651376147	0.5507246376811594	0.5	0.35514018691588783	0.5507246376811594	0.5	0.35514018691588783	0.5507246376811594	0.5	0.35514018691588783	0.8260869565217391	0.0	0.823076923076923	0.5588235294117647	0.5	0.3584905660377359	0.5588235294117647	0.5	0.3584905660377359	0.5588235294117647	0.5	0.3584905660377359	0.0016581625047754132	2.792390521247765e-05	0.08122670193392137	0.15	0.1397878806479039
0.0016491413116455078	0.0020589113235473635	0.5550724637681159	0.5	0.35693968368026413	gini	0.1	0.0015	324089	{u'estimator__min_impurity_decrease': 0.0015, u'estimator__random_state': 324089, u'estimator__criterion': 'gini', u'estimator__max_features': 0.1}	255	1	255	0.5571428571428572	0.5	0.3577981651376147	0.5571428571428572	0.5	0.3577981651376147	0.5571428571428572	0.5	0.3577981651376147	0.5507246376811594	0.5	0.35514018691588783	0.5507246376811594	0.5	0.35514018691588783	0.5507246376811594	0.5	0.35514018691588783	0.5507246376811594	0.5	0.35514018691588783	0.5588235294117647	0.5	0.3584905660377359	0.5588235294117647	0.5	0.3584905660377359	0.5588235294117647	0.5	0.3584905660377359	0.00025021086521003703	3.940072429398221e-05	0.0036091556287574716	0.0	0.001493549513654822
0.002319788932800293	0.00259552001953125	0.5550724637681159	0.5	0.35693968368026413	gini	0.1	0.00175	324089	{u'estimator__min_impurity_decrease': 0.00175, u'estimator__random_state': 324089, u'estimator__criterion': 'gini', u'estimator__max_features': 0.1}	255	1	255	0.5571428571428572	0.5	0.3577981651376147	0.5571428571428572	0.5	0.3577981651376147	0.5571428571428572	0.5	0.3577981651376147	0.5507246376811594	0.5	0.35514018691588783	0.5507246376811594	0.5	0.35514018691588783	0.5507246376811594	0.5	0.35514018691588783	0.5507246376811594	0.5	0.35514018691588783	0.5588235294117647	0.5	0.3584905660377359	0.5588235294117647	0.5	0.3584905660377359	0.5588235294117647	0.5	0.3584905660377359	0.0012412381610239324	0.0014554621198529488	0.0036091556287574716	0.0	0.001493549513654822
0.0015960454940795899	0.0021365880966186523	0.5550724637681159	0.5	0.35693968368026413	gini	0.1	0.002	324089	{u'estimator__min_impurity_decrease': 0.002, u'estimator__random_state': 324089, u'estimator__criterion': 'gini', u'estimator__max_features': 0.1}	255	1	255	0.5571428571428572	0.5	0.3577981651376147	0.5571428571428572	0.5	0.3577981651376147	0.5571428571428572	0.5	0.3577981651376147	0.5507246376811594	0.5	0.35514018691588783	0.5507246376811594	0.5	0.35514018691588783	0.5507246376811594	0.5	0.35514018691588783	0.5507246376811594	0.5	0.35514018691588783	0.5588235294117647	0.5	0.3584905660377359	0.5588235294117647	0.5	0.3584905660377359	0.5588235294117647	0.5	0.3584905660377359	4.361040789397759e-05	0.00020865522429422005	0.0036091556287574716	0.0	0.001493549513654822
0.0016990184783935546	0.0022301435470581054	0.5550724637681159	0.5	0.35693968368026413	gini	0.1	0.0022500000000000003	324089	{u'estimator__min_impurity_decrease': 0.0022500000000000003, u'estimator__random_state': 324089, u'estimator__criterion': 'gini', u'estimator__max_features': 0.1}	255	1	255	0.5571428571428572	0.5	0.3577981651376147	0.5571428571428572	0.5	0.3577981651376147	0.5571428571428572	0.5	0.3577981651376147	0.5507246376811594	0.5	0.35514018691588783	0.5507246376811594	0.5	0.35514018691588783	0.5507246376811594	0.5	0.35514018691588783	0.5507246376811594	0.5	0.35514018691588783	0.5588235294117647	0.5	0.3584905660377359	0.5588235294117647	0.5	0.3584905660377359	0.5588235294117647	0.5	0.3584905660377359	0.00031605734462118577	0.000608565246437323	0.0036091556287574716	0.0	0.001493549513654822
0.0021438121795654295	0.0020582914352416993	0.5550724637681159	0.5	0.35693968368026413	gini	0.1	0.0025	324089	{u'estimator__min_impurity_decrease': 0.0025, u'estimator__random_state': 324089, u'estimator__criterion': 'gini', u'estimator__max_features': 0.1}	255	1	255	0.5571428571428572	0.5	0.3577981651376147	0.5571428571428572	0.5	0.3577981651376147	0.5571428571428572	0.5	0.3577981651376147	0.5507246376811594	0.5	0.35514018691588783	0.5507246376811594	0.5	0.35514018691588783	0.5507246376811594	0.5	0.35514018691588783	0.5507246376811594	0.5	0.35514018691588783	0.5588235294117647	0.5	0.3584905660377359	0.5588235294117647	0.5	0.3584905660377359	0.5588235294117647	0.5	0.3584905660377359	0.0015907130287785354	3.310370495992705e-05	0.0036091556287574716	0.0	0.001493549513654822
